Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
JWKTTCUV,journalArticle,2011,"Ubbiali, Sergio",Gli uomini alla fine: Analisi riflessiva sull'eschaton,Teologia,,1120-267X,,,,2011,2025-07-21 15:34:20,2025-07-21 15:34:20,,498-520,,3,36,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKBGS2I4,journalArticle,1994,"Angelini, Giuseppe",La Chiesa e l'economia,Teologia,,1120-267X,,,,1994,2025-07-21 15:34:20,2025-07-21 15:34:20,,99-108,,2,19,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYGU49A,journalArticle,1994,"Angelini, Giuseppe","Rinnovamento della politica, o suo declino?",Teologia,,1120-267X,,,,1994,2025-07-21 15:34:20,2025-07-21 15:34:20,,3-12,,1,19,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDLV4TSS,journalArticle,2011,"Noberasco, Giuseppe",Il compimento della libertà singolare,Teologia,,1120-267X,,,,2011,2025-07-21 15:34:20,2025-07-21 15:34:20,,476-497,,3,36,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3PE6CLT8,journalArticle,2011,"Angelini, Giuseppe",L' agire e l'identità del soggetto,Teologia,,1120-267X,,,,2011,2025-07-21 15:34:20,2025-07-21 15:34:20,,330-360,,3,36,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5JF9YUZF,journalArticle,2011,"Scola, Angelo",Per un'antropologia drammatica,Teologia,,1120-267X,,,,2011,2025-07-21 15:34:20,2025-07-21 15:34:20,,559-572,,4,36,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHAMEJ8K,journalArticle,2014,"Martinelli, Paolo",La teologia spirituale dopo Moioli,Teologia,,1120-267X,,,,2014,2025-07-21 15:34:20,2025-07-21 15:34:20,,333-343,,3,39,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV286MED,journalArticle,2015,"Tomatis, Paolo",Liturgia e spiritualità,Teologia,,1120-267X,,,,2015,2025-07-21 15:34:20,2025-07-21 15:34:20,,113-120,,1,40,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9N368ZVM,journalArticle,2016,"Canobbio, Giacomo",Sulla sinodalità,Teologia,,1120-267X,,,,2016,2025-07-21 15:34:20,2025-07-21 15:34:20,,249-273,,2,41,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2YB9KKR,journalArticle,2017,"Rota, Giovanni",La Chiesa di Dio: questioni disputate nel Trattato di Ecclesiologia,Teologia,,1120-267X,,,,2017,2025-07-21 15:34:20,2025-07-21 15:34:20,,23-43,,1,42,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8X5A655,journalArticle,2024,"Passoni, Cristiano","""Il Dio del cuore umano"": rileggere Francesco di Sales",Teologia,,1120-267X,,,,2024,2025-07-21 15:34:20,2025-07-21 15:34:20,,225-242,,2,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E8IBBYDG,journalArticle,2015,"Zani, Antonio",Il metropolita di Pergamo Ioannis (Zizioulas),Teologia,,1120-267X,,,,2015,2025-07-21 15:34:20,2025-07-21 15:34:20,,539-548,,4,40,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQTSB77X,journalArticle,2016,"Cozzi, Alberto",Percorsi recenti di teologia trinitaria,Teologia,,1120-267X,,,,2016,2025-07-21 15:34:20,2025-07-21 15:34:20,,25-59,,1,41,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6K397GZY,journalArticle,1980,"Conio, Caterina",L' intelligenza delle Scritture indiane,Teologia,,1120-267X,,,,1980,2025-07-21 15:34:20,2025-07-21 15:34:20,,139-144,,2,5,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3PMIDA67,journalArticle,1981,"Bertuletti, Angelo",Conclusioni e prospettive,Teologia,,1120-267X,,,,1981,2025-07-21 15:34:20,2025-07-21 15:34:20,,189-194,,2,6,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K47ZPK64,journalArticle,1981,"Seveso, Bruno","Esperienza, pastorale, teologia",Teologia,,1120-267X,,,,1981,2025-07-21 15:34:20,2025-07-21 15:34:20,,154-170,,2,6,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5YPN9BY,journalArticle,1989,"Seveso, Bruno",Interdisciplinarità e pastorale,Teologia,,1120-267X,,,,1989,2025-07-21 15:34:20,2025-07-21 15:34:20,,245-277,,3,14,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL449CKS,journalArticle,1984,"Ubbiali, Sergio","Il sacramento nella ""teologia dei misteri""",Teologia,,1120-267X,,,,1984,2025-07-21 15:34:20,2025-07-21 15:34:20,,166-184,,2,9,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRHICXE2,journalArticle,1992,"Angelini, Giuseppe",Cristianesimo e religione,Teologia,,1120-267X,,,,1992,2025-07-21 15:34:20,2025-07-21 15:34:20,,105-114,,2,17,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D9HNFWJ,journalArticle,1993,"Biffi, Inos",Teologia monastica,Teologia,,1120-267X,,,,1993,2025-07-21 15:34:20,2025-07-21 15:34:20,,64-71,,1,18,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9NE8WV2Z,journalArticle,2023,"Organisti, James",Ut unum sint: Filosofia e rivelazione in Maurice Blondel,Teologia,,1120-267X,,,,2023,2025-07-21 15:34:19,2025-07-21 15:34:19,,193-212,,2,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G8RPNDCH,journalArticle,2016,"Garlaschelli, Enrico","La questione filosofica del ""pensiero del fuori""",Teologia,,1120-267X,,,,2016,2025-07-21 15:34:19,2025-07-21 15:34:19,,385-420,,3,41,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V8SY92Y9,journalArticle,2024,"Sciuto, Donatella",La condivisione dei saperi per una città inclusiva,Teologia,,1120-267X,,,,2024,2025-07-21 15:34:19,2025-07-21 15:34:19,,3-13,,1,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293CXCA3,journalArticle,2019,,Paolo VI - Un profilo moderno di santità,Teologia,,1120-267X,,,,2019,2025-07-21 15:34:19,2025-07-21 15:34:19,,336,,3,44,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W6YU8APY,journalArticle,2020,,"""Ri-dire Dio. Modelli di teologica filosofica"". Per proseguire il dibattito",Teologia,,1120-267X,,,,2020,2025-07-21 15:34:19,2025-07-21 15:34:19,,430,,3,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y9VXB3VG,journalArticle,2023,"Biavardi, Paola",Teologia trinitaria: Esercizio di comprensione,Teologia,,1120-267X,,,,2023,2025-07-21 15:34:19,2025-07-21 15:34:19,,333-353,,2,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4HTFKEP,journalArticle,1977,"Gianetto, Ubaldo",Orientamenti generali del rinnovamento della catechesi nel nostro secolo,Teologia,,1120-267X,,,,1977,2025-07-21 15:34:19,2025-07-21 15:34:19,,129-159,,2,2,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y3LE8JC3,journalArticle,1979,"Tesfamicael, Andemariam","Il mistero dell'Incarnazione nell'insegnamento della Chiesa ""tewahdo"" d'Etiopia",Teologia,,1120-267X,,,,1979,2025-07-21 15:34:19,2025-07-21 15:34:19,,169-186,,2,4,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6V2UUNN,journalArticle,2021,,Il Segreto Della Libertà: Studi in onore di Sergio Ubbiali nel suo LXX compleanno,Teologia,,1120-267X,,,,2021,2025-07-21 15:34:19,2025-07-21 15:34:19,,266,,4,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8EG8TDG,journalArticle,1979,"Lenoci, Michele",La crisi della metafisica nella filosofia contemporanea,Teologia,,1120-267X,,,,1979,2025-07-21 15:34:19,2025-07-21 15:34:19,,47-52,,1,4,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4EKWI4B,journalArticle,1988,,L' articolazione sistematica della morale speciale: traccia per un confronto,Teologia,,1120-267X,,,,1988,2025-07-21 15:34:19,2025-07-21 15:34:19,,65-87,,1,13,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2W4JUMG4,journalArticle,2020,,Ri-dire Dio: Modelli di teologia filosofica,Teologia,,1120-267X,,,,2020,2025-07-21 15:34:19,2025-07-21 15:34:19,,193-194,,2,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95BIQURK,journalArticle,2023,,"""Pensare la fede"": Scritti in onore del Prof. Angelo Bertuletti",Teologia,,1120-267X,,,,2023,2025-07-21 15:34:19,2025-07-21 15:34:19,,167,,2,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNV4VWZ6,journalArticle,2024,,"Bibbia e ""Teologia"": La rilevanza della scaturigine e la fecondità di un intreccio",Teologia,,1120-267X,,,,2024,2025-07-21 15:34:19,2025-07-21 15:34:19,,273,,2,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNFTV3YM,journalArticle,2021,,Il Diritto Penale Al Servizio Della Comunione Della Chiesa,Teologia,,1120-267X,,,,2021,2025-07-21 15:34:19,2025-07-21 15:34:19,,267,,4,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R26R5QHB,journalArticle,2021,,Don Agostino Vismara: l'imperativo etico della fratellanza,Teologia,,1120-267X,,,,2021,2025-07-21 15:34:19,2025-07-21 15:34:19,,265,,4,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5TYJQPVA,journalArticle,2024,,Libri ricevuti,Teologia,,1120-267X,,,,2024,2025-07-21 15:34:18,2025-07-21 15:34:18,,1001-1002,,4,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAA9DJ3W,journalArticle,2024,,Libri ricevuti,Teologia,,1120-267X,,,,2024,2025-07-21 15:34:18,2025-07-21 15:34:18,,645,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU6M4AWB,journalArticle,1992,,Pubblicazioni della facoltà,Teologia,,1120-267X,,,,1992,2025-07-21 15:34:18,2025-07-21 15:34:18,,203,,2,17,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTCU5YHS,journalArticle,2019,"Carrara, Paolo","L' esortazione ""Christus vivit"": Un invito alla lettura",Teologia,,1120-267X,,,,2019,2025-07-21 15:41:34,2025-07-21 15:41:34,,155-163,,2,44,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S5ZZBNT7,journalArticle,2020,"Albarello, Duilio",Fenomenologia della religione e teologia. Discussione con Stefano Bancalari,Teologia,,1120-267X,,,,2020,2025-07-21 15:41:34,2025-07-21 15:41:34,,467-476,,3,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7FSE4TEL,journalArticle,2020,"Angelini, Giuseppe",La Chiesa e la città nel tempo della pandemia,Teologia,,1120-267X,,,,2020,2025-07-21 15:41:34,2025-07-21 15:41:34,,363-375,,3,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKTGNSCW,journalArticle,2023,"Vigna, Carmelo",Credere e pensare nel tempo della post-verità,Teologia,,1120-267X,,,,2023,2025-07-21 15:41:34,2025-07-21 15:41:34,,185-192,,2,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8XKEXSG,journalArticle,1976,"Moioli, Giovanni",Storia ed escatologia,Teologia,,1120-267X,,,,1976,2025-07-21 15:41:34,2025-07-21 15:41:34,,258-270,,3,1,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YKHITYA5,journalArticle,1980,"Bertuletti, Angelo","Il concetto di ""esperienza"" nel dibattito fondamentale della teologia contemporanea",Teologia,,1120-267X,,,,1980,2025-07-21 15:41:34,2025-07-21 15:41:34,,283-341,,4,5,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6PWEGILN,journalArticle,1981,"Angelini, Giuseppe","Molteplici significati dell'appello all'""esperienza"" nella riflessione morale",Teologia,,1120-267X,,,,1981,2025-07-21 15:41:34,2025-07-21 15:41:34,,132-144,,2,6,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDVM8XFM,journalArticle,2023,"Grech, Mario",Il popolo di Dio soggetto del percorso sinodale,Teologia,,1120-267X,,,,2023,2025-07-21 15:41:34,2025-07-21 15:41:34,,3-14,,1,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5JUZ5HK,journalArticle,1976,"Serenthà, Luigi",Problemi di metodo nel rinnovamento dell'antropologia teologica,Teologia,,1120-267X,,,,1976,2025-07-21 15:41:34,2025-10-23 19:30:57,,150-184,,2,1,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QY67S8FB,journalArticle,1976,"Ghidelli, Carlo",L' evangelizzazione negli scritti del Nuovo Testamento,Teologia,,1120-267X,,,,1976,2025-07-21 15:41:34,2025-07-21 15:41:34,,214-241,,3,1,,,,,,,,,,Italian,,,,,,,,,https://drive.google.com/file/d/1wkgo7FXen8mZ4ahCkOoDyJBQrWCEnImS/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB6QCQJT,journalArticle,1977,"Moioli, Giovanni",Proposta per la Cristologia,Teologia,,1120-267X,,,,1977,2025-07-21 15:41:34,2025-07-21 15:41:34,,53-71,,1,2,,,,,,,,,,Italian,,,,,,,,,https://drive.google.com/file/d/1DgDC-tOLQ3u41M6n37SNNMQNuMB87sKI/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ5UX6AX,journalArticle,1978,"Serenthà, Luigi",Problemi teologici della catechesi per i giovani,Teologia,,1120-267X,,,,1978,2025-07-21 15:41:34,2025-10-23 22:01:24,,128-147,,2,3,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLN2R6LM,journalArticle,1980,"Angelini, Giuseppe","L' appello all'""umano"" come problema pastorale delle Chiesa oggi",Teologia,,1120-267X,,,,1980,2025-07-21 15:41:34,2025-07-21 15:41:34,,205-230,,3,5,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBY5INNP,journalArticle,1981,"Serenthà, Luigi",I contenuti dell'esperienza cristiana e la teologia dogmatica,Teologia,,1120-267X,,,,1981,2025-07-21 15:41:34,2025-10-23 22:01:55,,122-131,,2,6,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3A5GKJ5,journalArticle,1981,"Ambrosio, Gianni",Teologia fondamentale e sociologia: necessità e difficoltà del confronto,Teologia,,1120-267X,,,,1981,2025-07-21 15:41:34,2025-07-21 15:41:34,,67-79,,1,6,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VJ2JHJZ4,journalArticle,1981,"Colombo, Carlo",Dall'apologetica alla teologia fondamentale,Teologia,,1120-267X,,,,1981,2025-07-21 15:41:34,2025-07-21 15:41:34,,232-242,,3,6,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2BJ4ZBXB,journalArticle,1983,"Angelini, Giuseppe",I problemi della teologia morale fondamentale e del suo insegnamento,Teologia,,1120-267X,,,,1983,2025-07-21 15:41:34,2025-07-21 15:41:34,,144-158,,2,8,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WXSW55S5,journalArticle,1983,"Segalla, Giuseppe",Storiografia dei tempi del Nuovo Testamento e della Chiesa primitiva,Teologia,,1120-267X,,,,1983,2025-07-21 15:41:34,2025-07-21 15:41:34,,281-322,,4,8,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN79V5HX,journalArticle,1984,"Moioli, Giovanni","Spiritualità, fede, teologia",Teologia,,1120-267X,,,,1984,2025-07-21 15:41:34,2025-07-21 15:41:34,,117-129,,2,9,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGPSW949,journalArticle,1984,"Seveso, Bruno",Teologia pastorale fondamentale: linee tematiche per il suo sviluppo,Teologia,,1120-267X,,,,1984,2025-07-21 15:41:34,2025-07-21 15:41:34,,130-141,,2,9,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XWU28AUS,journalArticle,1981,"Angelini, Giuseppe",La figura del soffrire nell'esperienza dell'uomo contemporaneo,Teologia,,1120-267X,,,,1981,2025-07-21 15:41:34,2025-07-21 15:41:34,,47-66,,1,6,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRDIYQVD,journalArticle,1981,"Accame, Silvio",Il problema storiografico e la critica storica,Teologia,,1120-267X,,,,1981,2025-07-21 15:41:34,2025-07-21 15:41:34,,243-278,,3,6,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZ5L2F8S,journalArticle,1982,"Bertuletti, Angelo","Per una riflessione sull'insegnamento della teologia fondamentale, oggi",Teologia,,1120-267X,,,,1982,2025-07-21 15:41:34,2025-07-21 15:41:34,,46-53,,1,7,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPL3572E,journalArticle,1983,"Angelini, Giuseppe",La teologia cattolica e il lavoro: un tentativo di bilancio,Teologia,,1120-267X,,,,1983,2025-07-21 15:41:34,2025-07-21 15:41:34,,3-30,,1,8,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3QV7BV6A,journalArticle,1984,"Bertuletti, Angelo",Sapere e libertà: il concetto di fede e il sapere teologico,Teologia,,1120-267X,,,,1984,2025-07-21 15:41:34,2025-07-21 15:41:34,,97-116,,2,9,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPY7X39S,journalArticle,1987,"Angelini, Giuseppe",La dimenticanza dell'ethos: questione teorica e questione civile,Teologia,,1120-267X,,,,1987,2025-07-21 15:41:34,2025-07-21 15:41:34,,289-308,,4,12,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6T3FEKXP,journalArticle,1988,"Citrini, Tullio",I venti anni della Facoltà Teologica dell'Italia Settentrionale,Teologia,,1120-267X,,,,1988,2025-07-21 15:41:34,2025-07-21 15:41:34,,283-290,,4,13,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BQKZIR6E,journalArticle,1988,"Angelini, Giuseppe",La devozione al Sacro Cuore: saggio di riflessione teologico-pratica,Teologia,,1120-267X,,,,1988,2025-07-21 15:41:34,2025-07-21 15:41:34,,45-64,,1,13,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WUJ74Q6W,journalArticle,1990,"Seveso, Bruno",Pastorale e teologia pastorale: traccia per una ricerca,Teologia,,1120-267X,,,,1990,2025-07-21 15:41:34,2025-07-21 15:41:34,,226-242,,3,15,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E8FFXC4M,journalArticle,1987,"Bertuletti, Angelo",La questione del teologo come problema della legittimazione della teologia,Teologia,,1120-267X,,,,1987,2025-07-21 15:41:34,2025-07-21 15:41:34,,232-263,,3,12,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8NHJLL7,journalArticle,1988,"Seveso, Bruno",Libri di testo e insegnamento della teologia pastorale,Teologia,,1120-267X,,,,1988,2025-07-21 15:41:34,2025-07-21 15:41:34,,257-280,,3,13,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGFVU5QJ,journalArticle,1988,"Angelini, Giuseppe",Il trattato teologico di etica sociale: la sistematica e le questioni fondamentali,Teologia,,1120-267X,,,,1988,2025-07-21 15:41:34,2025-07-21 15:41:34,,167-182,,2,13,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B47CVJED,journalArticle,1990,"Angelini, Giuseppe",Indole pastorale e oggetto morale del magistero,Teologia,,1120-267X,,,,1990,2025-07-21 15:41:34,2025-07-21 15:41:34,,150-171,,2,15,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8R7X7G68,journalArticle,1990,"Citrini, Tullio",A proposito dell'indole pastorale del magistero,Teologia,,1120-267X,,,,1990,2025-07-21 15:41:34,2025-07-21 15:41:34,,130-149,,2,15,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68YQ8CWG,journalArticle,1991,"Rimoldi, Antonio",Dati biografici - Bibliografia,Teologia,,1120-267X,,,,1991,2025-07-21 15:41:33,2025-07-21 15:41:33,,9-25,,1,16,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7X5LUSSC,journalArticle,1992,"Bortolin, Valerio","Il ""movimento"" di Gallarate: i Convegni dal 1945 al 1985 (1)",Teologia,,1120-267X,,,,1992,2025-07-21 15:41:33,2025-07-21 15:41:33,,73-100,,1,17,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5A8ZAQ9,journalArticle,1995,"Mordacci, Roberto",Il dibattito sul metodo nella bioetica anglosassone: Linee per un'analisi critica (2),Teologia,,1120-267X,,,,1995,2025-07-21 15:41:33,2025-07-21 15:41:33,,189-207,,2,20,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
